id,date,store,item,sales
84,100084.0, 2017-11-25,3.0,1.0,29.0
85,100085.0, 2017-11-26,3.0,1.0,30.0
86,100086.0, 2017-11-27,3.0,1.0,27.0
87,100087.0, 2017-11-28,3.0,1.0,24.0
88,100088.0, 2017-11-29,3.0,1.0,32.0
89,100089.0, 2017-11-30,3.0,1.0,27.0
90,100090.0, 2017-11-01,4.0,1.0,27.0
91,100091.0, 2017-11-02,4.0,1.0,25.0
92,100092.0, 2017-11-03,4.0,1.0,30.0
93,100093.0, 2017-11-04,4.0,1.0,38.0
94,100094.0, 2017-11-05,4.0,1.0,31.0
95,100095.0, 2017-11-06,4.0,1.0,22.0
96,100096.0, 2017-11-07,4.0,1.0,20.0
97,100097.0, 2017-11-08,4.0,1.0,25.0
98,100098.0, 2017-11-09,4.0,1.0,23.0
99,100099.0, 2017-11-10,4.0,1.0,29.0
100,100100.0, 2017-11-11,4.0,1.0,34.0
101,100101.0, 2017-11-12,4.0,1.0,30.0
102,100102.0, 2017-11-13,4.0,1.0,18.0
103,100103.0, 2017-11-14,4.0,1.0,21.0
104,100104.0, 2017-11-15,4.0,1.0,16.0
105,100105.0, 2017-11-16,4.0,1.0,25.0
106,100106.0, 2017-11-17,4.0,1.0,33.0
107,100107.0, 2017-11-18,4.0,1.0,39.0
108,100108.0, 2017-11-19,4.0,1.0,29.0
109,100109.0, 2017-11-20,4.0,1.0,24.0
110,100110.0, 2017-11-21,4.0,1.0,27.0
111,100111.0, 2017-11-22,4.0,1.0,26.0
112,100112.0, 2017-11-23,4.0,1.0,26.0
113,100113.0, 2017-11-24,4.0,1.0,33.0
114,100114.0, 2017-11-25,4.0,1.0,32.0
115,100115.0, 2017-11-26,4.0,1.0,33.0
116,100116.0, 2017-11-27,4.0,1.0,17.0
117,100117.0, 2017-11-28,4.0,1.0,25.0
118,100118.0, 2017-11-29,4.0,1.0,20.0
119,100119.0, 2017-11-30,4.0,1.0,30.0
120,100120.0, 2017-11-01,5.0,1.0,19.0
121,100121.0, 2017-11-02,5.0,1.0,17.0
122,100122.0, 2017-11-03,5.0,1.0,18.0
123,100123.0, 2017-11-04,5.0,1.0,19.0
124,100124.0, 2017-11-05,5.0,1.0,25.0
125,100125.0, 2017-11-06,5.0,1.0,20.0
126,100126.0, 2017-11-07,5.0,1.0,23.0
127,100127.0, 2017-11-08,5.0,1.0,19.0
128,100128.0, 2017-11-09,5.0,1.0,21.0
129,100129.0, 2017-11-10,5.0,1.0,14.0
130,100130.0, 2017-11-11,5.0,1.0,16.0
131,100131.0, 2017-11-12,5.0,1.0,21.0
132,100132.0, 2017-11-13,5.0,1.0,24.0
133,100133.0, 2017-11-14,5.0,1.0,10.0
134,100134.0, 2017-11-15,5.0,1.0,12.0
135,100135.0, 2017-11-16,5.0,1.0,26.0
136,100136.0, 2017-11-17,5.0,1.0,25.0
137,100137.0, 2017-11-18,5.0,1.0,24.0
138,100138.0, 2017-11-19,5.0,1.0,22.0
139,100139.0, 2017-11-20,5.0,1.0,13.0
140,100140.0, 2017-11-21,5.0,1.0,19.0
141,100141.0, 2017-11-22,5.0,1.0,18.0
142,100142.0, 2017-11-23,5.0,1.0,23.0
143,100143.0, 2017-11-24,5.0,1.0,24.0
144,100144.0, 2017-11-25,5.0,1.0,23.0
145,100145.0, 2017-11-26,5.0,1.0,19.0
146,100146.0, 2017-11-27,5.0,1.0,13.0
147,100147.0, 2017-11-28,5.0,1.0,16.0
148,100148.0, 2017-11-29,5.0,1.0,23.0
149,100149.0, 2017-11-30,5.0,1.0,27.0
150,100150.0, 2017-11-01,6.0,1.0,21.0
151,100151.0, 2017-11-02,6.0,1.0,27.0
152,100152.0, 2017-11-03,6.0,1.0,20.0
153,100153.0, 2017-11-04,6.0,1.0,20.0
154,100154.0, 2017-11-05,6.0,1.0,21.0
155,100155.0, 2017-11-06,6.0,1.0,10.0
156,100156.0, 2017-11-07,6.0,1.0,21.0
157,100157.0, 2017-11-08,6.0,1.0,15.0
158,100158.0, 2017-11-09,6.0,1.0,18.0
159,100159.0, 2017-11-10,6.0,1.0,20.0
160,100160.0, 2017-11-11,6.0,1.0,25.0
161,100161.0, 2017-11-12,6.0,1.0,24.0
162,100162.0, 2017-11-13,6.0,1.0,21.0
163,100163.0, 2017-11-14,6.0,1.0,31.0
164,100164.0, 2017-11-15,6.0,1.0,17.0
165,100165.0, 2017-11-16,6.0,1.0,22.0
166,100166.0, 2017-11-17,6.0,1.0,21.0
167,100167.0, 2017-11-18,6.0,1.0,22.0
168,100168.0, 2017-11-19,6.0,1.0,26.0
169,100169.0, 2017-11-20,6.0,1.0,9.0
170,100170.0, 2017-11-21,6.0,1.0,11.0
171,100171.0, 2017-11-22,6.0,1.0,20.0
172,100172.0, 2017-11-23,6.0,1.0,20.0
173,100173.0, 2017-11-24,6.0,1.0,23.0
174,100174.0, 2017-11-25,6.0,1.0,22.0
175,100175.0, 2017-11-26,6.0,1.0,24.0
176,100176.0, 2017-11-27,6.0,1.0,11.0
177,100177.0, 2017-11-28,6.0,1.0,10.0
178,100178.0, 2017-11-29,6.0,1.0,20.0
179,100179.0, 2017-11-30,6.0,1.0,21.0
180,100180.0, 2017-11-01,7.0,1.0,15.0
181,100181.0, 2017-11-02,7.0,1.0,13.0
182,100182.0, 2017-11-03,7.0,1.0,17.0
183,100183.0, 2017-11-04,7.0,1.0,20.0
184,100184.0, 2017-11-05,7.0,1.0,21.0
185,100185.0, 2017-11-06,7.0,1.0,20.0
186,100186.0, 2017-11-07,7.0,1.0,13.0
187,100187.0, 2017-11-08,7.0,1.0,19.0
188,100188.0, 2017-11-09,7.0,1.0,18.0
189,100189.0, 2017-11-10,7.0,1.0,13.0
190,100190.0, 2017-11-11,7.0,1.0,28.0
191,100191.0, 2017-11-12,7.0,1.0,16.0
192,100192.0, 2017-11-13,7.0,1.0,8.0
193,100193.0, 2017-11-14,7.0,1.0,21.0
194,100194.0, 2017-11-15,7.0,1.0,12.0
195,100195.0, 2017-11-16,7.0,1.0,12.0
196,100196.0, 2017-11-17,7.0,1.0,21.0
197,100197.0, 2017-11-18,7.0,1.0,15.0
198,100198.0, 2017-11-19,7.0,1.0,25.0
199,100199.0, 2017-11-20,7.0,1.0,7.0
200,100200.0, 2017-11-21,7.0,1.0,16.0
201,100201.0, 2017-11-22,7.0,1.0,16.0
202,100202.0, 2017-11-23,7.0,1.0,21.0
203,100203.0, 2017-11-24,7.0,1.0,18.0
204,100204.0, 2017-11-25,7.0,1.0,24.0
205,100205.0, 2017-11-26,7.0,1.0,26.0
206,100206.0, 2017-11-27,7.0,1.0,12.0
207,100207.0, 2017-11-28,7.0,1.0,15.0
208,100208.0, 2017-11-29,7.0,1.0,12.0
209,100209.0, 2017-11-30,7.0,1.0,29.0
210,100210.0, 2017-11-01,8.0,1.0,28.0
211,100211.0, 2017-11-02,8.0,1.0,36.0
212,100212.0, 2017-11-03,8.0,1.0,29.0
213,100213.0, 2017-11-04,8.0,1.0,35.0
214,100214.0, 2017-11-05,8.0,1.0,31.0
215,100215.0, 2017-11-06,8.0,1.0,33.0
216,100216.0, 2017-11-07,8.0,1.0,29.0
217,100217.0, 2017-11-08,8.0,1.0,28.0
218,100218.0, 2017-11-09,8.0,1.0,40.0
219,100219.0, 2017-11-10,8.0,1.0,28.0
220,100220.0, 2017-11-11,8.0,1.0,40.0
221,100221.0, 2017-11-12,8.0,1.0,43.0
222,100222.0, 2017-11-13,8.0,1.0,26.0
223,100223.0, 2017-11-14,8.0,1.0,30.0
224,100224.0, 2017-11-15,8.0,1.0,27.0
225,100225.0, 2017-11-16,8.0,1.0,50.0
226,100226.0, 2017-11-17,8.0,1.0,32.0
227,100227.0, 2017-11-18,8.0,1.0,39.0
228,100228.0, 2017-11-19,8.0,1.0,35.0
229,100229.0, 2017-11-20,8.0,1.0,29.0
230,100230.0, 2017-11-21,8.0,1.0,22.0
231,100231.0, 2017-11-22,8.0,1.0,27.0
232,100232.0, 2017-11-23,8.0,1.0,35.0
233,100233.0, 2017-11-24,8.0,1.0,40.0
234,100234.0, 2017-11-25,8.0,1.0,42.0
235,100235.0, 2017-11-26,8.0,1.0,30.0
236,100236.0, 2017-11-27,8.0,1.0,23.0
237,100237.0, 2017-11-28,8.0,1.0,24.0
238,100238.0, 2017-11-29,8.0,1.0,32.0
239,100239.0, 2017-11-30,8.0,1.0,25.0
240,100240.0, 2017-11-01,9.0,1.0,21.0
241,100241.0, 2017-11-02,9.0,1.0,25.0
242,100242.0, 2017-11-03,9.0,1.0,34.0
243,100243.0, 2017-11-04,9.0,1.0,30.0
244,100244.0, 2017-11-05,9.0,1.0,28.0
245,100245.0, 2017-11-06,9.0,1.0,22.0
246,100246.0, 2017-11-07,9.0,1.0,19.0
247,100247.0, 2017-11-08,9.0,1.0,22.0
248,100248.0, 2017-11-09,9.0,1.0,31.0
249,100249.0, 2017-11-10,9.0,1.0,30.0
250,100250.0, 2017-11-11,9.0,1.0,31.0
251,100251.0, 2017-11-12,9.0,1.0,22.0
252,100252.0, 2017-11-13,9.0,1.0,18.0
253,100253.0, 2017-11-14,9.0,1.0,26.0
254,100254.0, 2017-11-15,9.0,1.0,22.0
255,100255.0, 2017-11-16,9.0,1.0,25.0
256,100256.0, 2017-11-17,9.0,1.0,26.0
257,100257.0, 2017-11-18,9.0,1.0,30.0
258,100258.0, 2017-11-19,9.0,1.0,33.0
259,100259.0, 2017-11-20,9.0,1.0,18.0
260,100260.0, 2017-11-21,9.0,1.0,29.0
261,100261.0, 2017-11-22,9.0,1.0,20.0
262,100262.0, 2017-11-23,9.0,1.0,32.0
263,100263.0, 2017-11-24,9.0,1.0,34.0
264,100264.0, 2017-11-25,9.0,1.0,28.0
265,100265.0, 2017-11-26,9.0,1.0,29.0
266,100266.0, 2017-11-27,9.0,1.0,21.0
267,100267.0, 2017-11-28,9.0,1.0,26.0
268,100268.0, 2017-11-29,9.0,1.0,27.0
269,100269.0, 2017-11-30,9.0,1.0,29.0
270,100270.0, 2017-11-01,10.0,1.0,28.0
271,100271.0, 2017-11-02,10.0,1.0,30.0
272,100272.0, 2017-11-03,10.0,1.0,24.0
273,100273.0, 2017-11-04,10.0,1.0,34.0
274,100274.0, 2017-11-05,10.0,1.0,37.0
275,100275.0, 2017-11-06,10.0,1.0,25.0
276,100276.0, 2017-11-07,10.0,1.0,29.0
277,100277.0, 2017-11-08,10.0,1.0,17.0
278,100278.0, 2017-11-09,10.0,1.0,25.0
279,100279.0, 2017-11-10,10.0,1.0,33.0
280,100280.0, 2017-11-11,10.0,1.0,34.0
281,100281.0, 2017-11-12,10.0,1.0,32.0
282,100282.0, 2017-11-13,10.0,1.0,24.0
283,100283.0, 2017-11-14,10.0,1.0,33.0
284,100284.0, 2017-11-15,10.0,1.0,30.0
285,100285.0, 2017-11-16,10.0,1.0,31.0
286,100286.0, 2017-11-17,10.0,1.0,27.0
287,100287.0, 2017-11-18,10.0,1.0,32.0
288,100288.0, 2017-11-19,10.0,1.0,33.0
289,100289.0, 2017-11-20,10.0,1.0,23.0
290,100290.0, 2017-11-21,10.0,1.0,27.0
291,100291.0, 2017-11-22,10.0,1.0,27.0
292,100292.0, 2017-11-23,10.0,1.0,22.0
293,100293.0, 2017-11-24,10.0,1.0,31.0
294,100294.0, 2017-11-25,10.0,1.0,27.0
295,100295.0, 2017-11-26,10.0,1.0,35.0
296,100296.0, 2017-11-27,10.0,1.0,23.0
297,100297.0, 2017-11-28,10.0,1.0,23.0
298,100298.0, 2017-11-29,10.0,1.0,28.0
299,100299.0, 2017-11-30,10.0,1.0,36.0
300,100300.0, 2017-11-01,1.0,2.0,63.0
301,100301.0, 2017-11-02,1.0,2.0,67.0
302,100302.0, 2017-11-03,1.0,2.0,75.0
303,100303.0, 2017-11-04,1.0,2.0,68.0
304,100304.0, 2017-11-05,1.0,2.0,74.0
305,100305.0, 2017-11-06,1.0,2.0,69.0
306,100306.0, 2017-11-07,1.0,2.0,68.0
307,100307.0, 2017-11-08,1.0,2.0,58.0
308,100308.0, 2017-11-09,1.0,2.0,62.0
309,100309.0, 2017-11-10,1.0,2.0,58.0
310,100310.0, 2017-11-11,1.0,2.0,69.0
311,100311.0, 2017-11-12,1.0,2.0,76.0
312,100312.0, 2017-11-13,1.0,2.0,61.0
313,100313.0, 2017-11-14,1.0,2.0,57.0
314,100314.0, 2017-11-15,1.0,2.0,55.0
315,100315.0, 2017-11-16,1.0,2.0,53.0
316,100316.0, 2017-11-17,1.0,2.0,75.0
317,100317.0, 2017-11-18,1.0,2.0,78.0
318,100318.0, 2017-11-19,1.0,2.0,73.0
319,100319.0, 2017-11-20,1.0,2.0,54.0
320,100320.0, 2017-11-21,1.0,2.0,55.0
321,100321.0, 2017-11-22,1.0,2.0,51.0
322,100322.0, 2017-11-23,1.0,2.0,73.0
323,100323.0, 2017-11-24,1.0,2.0,68.0
324,100324.0, 2017-11-25,1.0,2.0,63.0
325,100325.0, 2017-11-26,1.0,2.0,78.0
326,100326.0, 2017-11-27,1.0,2.0,58.0
327,100327.0, 2017-11-28,1.0,2.0,57.0
328,100328.0, 2017-11-29,1.0,2.0,66.0
329,100329.0, 2017-11-30,1.0,2.0,80.0
330,100330.0, 2017-11-01,2.0,2.0,84.0
331,100331.0, 2017-11-02,2.0,2.0,93.0
332,100332.0, 2017-11-03,2.0,2.0,78.0
333,100333.0, 2017-11-04,2.0,2.0,100.0
334,100334.0, 2017-11-05,2.0,2.0,103.0
335,100335.0, 2017-11-06,2.0,2.0,82.0
336,100336.0, 2017-11-07,2.0,2.0,86.0
337,100337.0, 2017-11-08,2.0,2.0,75.0
338,100338.0, 2017-11-09,2.0,2.0,92.0
339,100339.0, 2017-11-10,2.0,2.0,86.0
340,100340.0, 2017-11-11,2.0,2.0,99.0
341,100341.0, 2017-11-12,2.0,2.0,105.0
342,100342.0, 2017-11-13,2.0,2.0,56.0
343,100343.0, 2017-11-14,2.0,2.0,80.0
344,100344.0, 2017-11-15,2.0,2.0,92.0
345,100345.0, 2017-11-16,2.0,2.0,83.0
346,100346.0, 2017-11-17,2.0,2.0,88.0
347,100347.0, 2017-11-18,2.0,2.0,104.0
348,100348.0, 2017-11-19,2.0,2.0,103.0
349,100349.0, 2017-11-20,2.0,2.0,67.0
350,100350.0, 2017-11-21,2.0,2.0,89.0
351,100351.0, 2017-11-22,2.0,2.0,86.0
352,100352.0, 2017-11-23,2.0,2.0,97.0
353,100353.0, 2017-11-24,2.0,2.0,95.0
354,100354.0, 2017-11-25,2.0,2.0,87.0
355,100355.0, 2017-11-26,2.0,2.0,109.0
356,100356.0, 2017-11-27,2.0,2.0,68.0
357,100357.0, 2017-11-28,2.0,2.0,74.0
358,100358.0, 2017-11-29,2.0,2.0,79.0
359,100359.0, 2017-11-30,2.0,2.0,94.0
360,100360.0, 2017-11-01,3.0,2.0,53.0
361,100361.0, 2017-11-02,3.0,2.0,68.0
362,100362.0, 2017-11-03,3.0,2.0,75.0
363,100363.0, 2017-11-04,3.0,2.0,89.0
364,100364.0, 2017-11-05,3.0,2.0,99.0
365,100365.0, 2017-11-06,3.0,2.0,56.0
366,100366.0, 2017-11-07,3.0,2.0,71.0
367,100367.0, 2017-11-08,3.0,2.0,66.0
368,100368.0, 2017-11-09,3.0,2.0,80.0
369,100369.0, 2017-11-10,3.0,2.0,90.0
370,100370.0, 2017-11-11,3.0,2.0,75.0
371,100371.0, 2017-11-12,3.0,2.0,106.0
372,100372.0, 2017-11-13,3.0,2.0,67.0
373,100373.0, 2017-11-14,3.0,2.0,78.0
374,100374.0, 2017-11-15,3.0,2.0,79.0
375,100375.0, 2017-11-16,3.0,2.0,66.0
376,100376.0, 2017-11-17,3.0,2.0,84.0
377,100377.0, 2017-11-18,3.0,2.0,93.0
378,100378.0, 2017-11-19,3.0,2.0,81.0
379,100379.0, 2017-11-20,3.0,2.0,52.0
380,100380.0, 2017-11-21,3.0,2.0,79.0
381,100381.0, 2017-11-22,3.0,2.0,60.0
382,100382.0, 2017-11-23,3.0,2.0,96.0
383,100383.0, 2017-11-24,3.0,2.0,84.0
384,100384.0, 2017-11-25,3.0,2.0,77.0
385,100385.0, 2017-11-26,3.0,2.0,97.0
386,100386.0, 2017-11-27,3.0,2.0,73.0
387,100387.0, 2017-11-28,3.0,2.0,70.0
388,100388.0, 2017-11-29,3.0,2.0,68.0
389,100389.0, 2017-11-30,3.0,2.0,75.0
390,100390.0, 2017-11-01,4.0,2.0,85.0
391,100391.0, 2017-11-02,4.0,2.0,67.0
392,100392.0, 2017-11-03,4.0,2.0,71.0
393,100393.0, 2017-11-04,4.0,2.0,70.0
394,100394.0, 2017-11-05,4.0,2.0,96.0
395,100395.0, 2017-11-06,4.0,2.0,43.0
396,100396.0, 2017-11-07,4.0,2.0,76.0
397,100397.0, 2017-11-08,4.0,2.0,68.0
398,100398.0, 2017-11-09,4.0,2.0,69.0
399,100399.0, 2017-11-10,4.0,2.0,83.0
400,100400.0, 2017-11-11,4.0,2.0,76.0
401,100401.0, 2017-11-12,4.0,2.0,87.0
402,100402.0, 2017-11-13,4.0,2.0,49.0
403,100403.0, 2017-11-14,4.0,2.0,62.0
404,100404.0, 2017-11-15,4.0,2.0,69.0
405,100405.0, 2017-11-16,4.0,2.0,83.0
406,100406.0, 2017-11-17,4.0,2.0,68.0
407,100407.0, 2017-11-18,4.0,2.0,82.0
408,100408.0, 2017-11-19,4.0,2.0,75.0
409,100409.0, 2017-11-20,4.0,2.0,65.0
410,100410.0, 2017-11-21,4.0,2.0,59.0
411,100411.0, 2017-11-22,4.0,2.0,71.0
412,100412.0, 2017-11-23,4.0,2.0,57.0
413,100413.0, 2017-11-24,4.0,2.0,71.0
414,100414.0, 2017-11-25,4.0,2.0,98.0
415,100415.0, 2017-11-26,4.0,2.0,94.0
416,100416.0, 2017-11-27,4.0,2.0,58.0
417,100417.0, 2017-11-28,4.0,2.0,75.0
418,100418.0, 2017-11-29,4.0,2.0,57.0
419,100419.0, 2017-11-30,4.0,2.0,74.0
420,100420.0, 2017-11-01,5.0,2.0,44.0
421,100421.0, 2017-11-02,5.0,2.0,58.0
422,100422.0, 2017-11-03,5.0,2.0,48.0
423,100423.0, 2017-11-04,5.0,2.0,60.0
424,100424.0, 2017-11-05,5.0,2.0,73.0
425,100425.0, 2017-11-06,5.0,2.0,44.0
426,100426.0, 2017-11-07,5.0,2.0,48.0
427,100427.0, 2017-11-08,5.0,2.0,39.0
428,100428.0, 2017-11-09,5.0,2.0,58.0
429,100429.0, 2017-11-10,5.0,2.0,51.0
430,100430.0, 2017-11-11,5.0,2.0,50.0
431,100431.0, 2017-11-12,5.0,2.0,83.0
432,100432.0, 2017-11-13,5.0,2.0,48.0
433,100433.0, 2017-11-14,5.0,2.0,49.0
434,100434.0, 2017-11-15,5.0,2.0,43.0
435,100435.0, 2017-11-16,5.0,2.0,50.0
436,100436.0, 2017-11-17,5.0,2.0,66.0
437,100437.0, 2017-11-18,5.0,2.0,72.0
438,100438.0, 2017-11-19,5.0,2.0,47.0
439,100439.0, 2017-11-20,5.0,2.0,40.0
440,100440.0, 2017-11-21,5.0,2.0,45.0
441,100441.0, 2017-11-22,5.0,2.0,35.0
442,100442.0, 2017-11-23,5.0,2.0,49.0
443,100443.0, 2017-11-24,5.0,2.0,43.0
444,100444.0, 2017-11-25,5.0,2.0,69.0
445,100445.0, 2017-11-26,5.0,2.0,52.0
446,100446.0, 2017-11-27,5.0,2.0,36.0
447,100447.0, 2017-11-28,5.0,2.0,39.0
448,100448.0, 2017-11-29,5.0,2.0,53.0
449,100449.0, 2017-11-30,5.0,2.0,51.0
450,100450.0, 2017-11-01,6.0,2.0,46.0
451,100451.0, 2017-11-02,6.0,2.0,59.0
452,100452.0, 2017-11-03,6.0,2.0,58.0
453,100453.0, 2017-11-04,6.0,2.0,62.0
454,100454.0, 2017-11-05,6.0,2.0,70.0
455,100455.0, 2017-11-06,6.0,2.0,43.0
456,100456.0, 2017-11-07,6.0,2.0,49.0
457,100457.0, 2017-11-08,6.0,2.0,58.0
458,100458.0, 2017-11-09,6.0,2.0,62.0
459,100459.0, 2017-11-10,6.0,2.0,52.0
460,100460.0, 2017-11-11,6.0,2.0,54.0
461,100461.0, 2017-11-12,6.0,2.0,62.0
462,100462.0, 2017-11-13,6.0,2.0,36.0
463,100463.0, 2017-11-14,6.0,2.0,56.0
464,100464.0, 2017-11-15,6.0,2.0,39.0
465,100465.0, 2017-11-16,6.0,2.0,58.0
466,100466.0, 2017-11-17,6.0,2.0,58.0
467,100467.0, 2017-11-18,6.0,2.0,67.0
468,100468.0, 2017-11-19,6.0,2.0,59.0
469,100469.0, 2017-11-20,6.0,2.0,39.0
470,100470.0, 2017-11-21,6.0,2.0,44.0
471,100471.0, 2017-11-22,6.0,2.0,53.0
472,100472.0, 2017-11-23,6.0,2.0,68.0
473,100473.0, 2017-11-24,6.0,2.0,62.0
474,100474.0, 2017-11-25,6.0,2.0,63.0
475,100475.0, 2017-11-26,6.0,2.0,70.0
476,100476.0, 2017-11-27,6.0,2.0,37.0
477,100477.0, 2017-11-28,6.0,2.0,61.0
478,100478.0, 2017-11-29,6.0,2.0,57.0
479,100479.0, 2017-11-30,6.0,2.0,70.0
480,100480.0, 2017-11-01,7.0,2.0,50.0
481,100481.0, 2017-11-02,7.0,2.0,55.0
482,100482.0, 2017-11-03,7.0,2.0,44.0
483,100483.0, 2017-11-04,7.0,2.0,55.0
484,100484.0, 2017-11-05,7.0,2.0,60.0
485,100485.0, 2017-11-06,7.0,2.0,48.0
486,100486.0, 2017-11-07,7.0,2.0,40.0
487,100487.0, 2017-11-08,7.0,2.0,43.0
488,100488.0, 2017-11-09,7.0,2.0,42.0
489,100489.0, 2017-11-10,7.0,2.0,52.0
490,100490.0, 2017-11-11,7.0,2.0,59.0
491,100491.0, 2017-11-12,7.0,2.0,58.0
492,100492.0, 2017-11-13,7.0,2.0,40.0
493,100493.0, 2017-11-14,7.0,2.0,35.0
494,100494.0, 2017-11-15,7.0,2.0,38.0
495,100495.0, 2017-11-16,7.0,2.0,43.0
496,100496.0, 2017-11-17,7.0,2.0,56.0
497,100497.0, 2017-11-18,7.0,2.0,50.0
498,100498.0, 2017-11-19,7.0,2.0,59.0
499,100499.0, 2017-11-20,7.0,2.0,35.0
500,100500.0, 2017-11-21,7.0,2.0,46.0
501,100501.0, 2017-11-22,7.0,2.0,38.0
502,100502.0, 2017-11-23,7.0,2.0,54.0
503,100503.0, 2017-11-24,7.0,2.0,53.0
504,100504.0, 2017-11-25,7.0,2.0,41.0
505,100505.0, 2017-11-26,7.0,2.0,57.0
506,100506.0, 2017-11-27,7.0,2.0,38.0
507,100507.0, 2017-11-28,7.0,2.0,47.0
508,100508.0, 2017-11-29,7.0,2.0,46.0
509,100509.0, 2017-11-30,7.0,2.0,36.0
510,100510.0, 2017-11-01,8.0,2.0,69.0
511,100511.0, 2017-11-02,8.0,2.0,84.0
512,100512.0, 2017-11-03,8.0,2.0,88.0
513,100513.0, 2017-11-04,8.0,2.0,108.0
514,100514.0, 2017-11-05,8.0,2.0,102.0
515,100515.0, 2017-11-06,8.0,2.0,73.0
516,100516.0, 2017-11-07,8.0,2.0,101.0
